strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCF_900501135.1	Klebsiella pneumoniae	strong	263	302509	589751	5382256	no	-	ST307	0	2	7	7	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.45%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1?	-	-	-	-	dfrA14.v1^	OXA-1	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	-	-	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501145.1	Klebsiella pneumoniae	strong	72	302509	904277	5269351	no	-	ST307	0	1	6	6	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.45%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1?	-	-	-	-	dfrA14.v1^	OXA-1	-	CTX-M-15	-	-	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	-	-	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501215.1	Klebsiella pneumoniae	strong	93	248519	726118	5602780	no	-	ST15	0	2	9	11	-	0	-	0	-	0	-	0	-	0	-	wzi24	KL39	*	Very high	98.58%		O1v1	none	Very high	98.52%		aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	CatB4.v1?	-	sul1	-	-	dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	OXA-164?-0%	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501515.1	Klebsiella pneumoniae	strong	84	305677	497659	5609974	no	-	ST11	1	2	8	8	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	?	Good	99.99%		O2v1	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib'.v1*	-	-	-	-	-	CatB4.v1?	-	-	tet(A).v1	-	dfrA14.v1^	OXA-1	-	CTX-M-15	-	NDM-1	SHV-11.v1	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501625.1	Klebsiella pneumoniae	strong	62	376654	1447987	5664606	no	-	ST29	1	1	7	10	ybt 14; ICEKp5?	131-4LV	-	0	-	0	-	0	-	0	-	wzi85	KL30	?*	Good	96.56%		O1v2	none	Very high	99.41%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1?;floR.v2*	-	sul2	tet(A).v2	-	-	OXA-1	-	CTX-M-15	-	-	SHV-187	-	-	-	GyrA-83I;ParC-80R	-	-	ST29	2	3	2	2	6	4	4	4	4	5	4	1	27*	184*	2	4	4*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501655.1	Klebsiella pneumoniae	strong	81	484149	705090	5781805	no	-	ST405	1	2	9	13	ybt 0; ICE?	312	-	0	-	0	-	0	-	0	-	wzi143	KL151	none	Very high	99.23%		O4	none	Very high	99.69%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-76	35Q	OmpK35-7%	-	-	-	fosA7*?-0%	ST405	2	1	62	3	10	4	110	6	62	60	4	1	145	148	2	39	69	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501695.1	Klebsiella pneumoniae	strong	136	355569	965532	5666466	no	-	ST231	1	1	9	15	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi104	KL51	-	High	99.40%	KL51_14_wcoZ	O1v2	none	Very high	98.45%		aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	arr-3	sul1;sul2	tet(D)	-	dfrA14.v1^;dfrA27	OXA-1;TEM-1	-	CTX-M-15	-	-	SHV-1^	-	-	-	GyrA-83I;ParC-80I	aac(3)-IIa.v1*?-0%	-	ST231	2	6	1	3	26	1	77	5	11	6	5	1	25	37*	9	5	5*	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501725.1	Klebsiella pneumoniae	strong	127	381069	965877	5665233	no	-	ST231	1	1	9	16	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi104	KL51	-	High	99.40%	KL51_14_wcoZ	O1v2	none	Very high	98.45%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	arr-3	sul1;sul2	tet(D)	-	dfrA14.v1^;dfrA27	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	OmpK36-17%	-	GyrA-83I;ParC-80I	-	aac(3)-IIa.v1?-0%	ST231	2	6	1	3	26	1	77	5	11	6	5	1	25	37*	9	5	5*	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501735.1	Klebsiella pneumoniae	strong	113	183469	812562	5645391	no	-	ST45	1	2	8	13	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		aac(3)-IIa.v1^;aadA*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	KPC-3	SHV-1	-	-	-	-	aac(6')-Ib-cr.v2*?-0%	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501745.1	Klebsiella pneumoniae	strong	72	294846	506048	5500946	no	-	ST15	1	2	7	11	ybt 9; ICEKp3	174	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	KPC-3	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	5	11	6	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501755.1	Klebsiella pneumoniae	strong	99	360033	1021042	5772937	no	-	ST17	1	1	9	13	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.17%	KL25_09_wfeD	O5	*	High	94.21%		aadA5;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	mphA	catA1^	-	sul1;sul2	tet(B).v2*	-	dfrA14.v1^;dfrA17	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	OmpK36-0%	-	-	ant(3'')-IIa?-0%	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501775.1	Klebsiella pneumoniae	strong	191	198832	714396	5858602	no	-	ST15	0	1	8	13	-	0	-	0	-	0	-	0	-	0	-	wzi89	KL110	none	Very high	99.54%		O1v1	none	Very high	98.51%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1*	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501785.1	Klebsiella pneumoniae	strong	70	265080	506048	5548871	no	-	ST15	1	1	5	5	ybt 9; ICEKp3	174	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	5	11	6	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501815.1	Klebsiella pneumoniae	strong	95	427486	1021033	5770104	no	-	ST17	1	1	9	13	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.17%	KL25_09_wfeD	O5	*	High	94.21%		aadA5;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	mphA	catA1^	-	sul1;sul2	tet(B).v2*	-	dfrA14.v1^;dfrA17	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	OmpK36-50%	-	-	ant(3'')-IIa?-0%	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501825.1	Klebsiella pneumoniae	strong	82	192402	432191	5466377	no	-	ST377	0	1	7	11	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	none	Very high	99.44%		O2v2	none	Very high	98.54%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1;strB.v1	-	-	-	-	-	CatB4.v1?	-	sul1^;sul2	-	-	dfrA15.v2	OXA-1	-	CTX-M-15	-	-	SHV-110	156D;35Q	-	-	GyrA-83Y;GyrA-87A;ParC-80I	-	-	ST377	10	20	2	1	9	11	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501865.1	Klebsiella pneumoniae	strong	112	183469	1019338	5600355	no	-	ST45	1	2	8	14	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1	-	CTX-M-15	-	KPC-3	SHV-1	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501875.1	Klebsiella pneumoniae	strong	78	258262	531688	5456506	no	-	ST395	1	1	8	11	ybt 16; ICEKp12	277-5LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	none	Very high	99.75%		O1v1	none	Very high	99.96%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	qnrS1	-	-	CatB4.v1;catA1^	-	sul1	tet(A).v1	-	dfrA1.v1	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1	35Q	OmpK35-72%;OmpK36GD	-	GyrA-83I;ParC-80I	-	-	ST395	3	1	2	4	1	1	4	6*	15	5*	4*	11	245	23*	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501885.1	Klebsiella pneumoniae	strong	112	183469	812562	5644981	no	-	ST45	1	2	8	14	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	KPC-3	SHV-1	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501895.1	Klebsiella pneumoniae	strong	114	183469	1019338	5622352	no	-	ST45	1	2	8	13	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		aac(3)-IIa.v1^;aadA*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	KPC-3	SHV-1	-	-	-	-	aac(6')-Ib-cr.v2*?-0%	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501955.1	Klebsiella pneumoniae	strong	107	230034	812562	5641489	no	-	ST45	1	2	8	14	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	?-	Good	99.01%	KL24_11_wcaJ	O2v1	?-	Good	98.76%	O1/O2v1_03_wbbM	aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	KPC-3	SHV-1	-	-	-	-	aac(6')-Ib-cr.v2*?-0%	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501965.1	Klebsiella pneumoniae	strong	97	299292	650582	5606083	no	-	ST348	1	1	8	12	ybt unknown	0	-	0	-	0	-	0	-	0	-	wzi94	KL62	none	Very high	99.94%		O1v1	none	Very high	98.86%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST348	2	1	20	1	12	15	16	3*	12	4*	3	1	52*	148*	2*	1*	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501985.1	Klebsiella pneumoniae	strong	109	378836	918255	5782409	no	-	ST17	1	1	9	18	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.17%	KL25_09_wfeD	O5	*	High	94.21%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA5;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	mphA	CatB4.v1?;catA1^	-	sul1;sul2	tet(A).v1;tet(B).v2*	-	dfrA14.v1^;dfrA17	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	-	ant(3'')-IIa?-0%	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502015.1	Klebsiella pneumoniae	strong	83	217867	739510	5509124	no	-	ST45	1	1	8	12	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	?-	Good	98.99%	KL24_13_wcuG	O2v1	none	Very high	98.75%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1	-	-	-	GyrA-87G	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502025.1	Klebsiella pneumoniae	strong	74	253591	466788	5495958	no	-	ST15	1	2	7	10	ybt 9; ICEKp3	174	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	KPC-3	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	5	11	6	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502065.1	Klebsiella pneumoniae	strong	92	275456	506055	5642421	no	-	ST15	1	1	7	9	ybt 9; ICEKp3	174	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.64%		O1v1	none	Very high	98.51%		aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1	-	sul2	-	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	OmpK36GD	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	5	11	6	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502105.1	Klebsiella pneumoniae	strong	72	386934	679757	5680028	no	-	ST405	1	1	8	11	ybt 0; ICE?	312	-	0	-	0	-	0	-	0	-	wzi143	KL151	none	Very high	99.22%		O4	none	Very high	99.68%		aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-76	35Q	-	-	-	-	fosA7*?-0%	ST405	2	1	62	3	10	4	110	6	62	60	4	1	145	148	2	39	69	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502135.1	Klebsiella pneumoniae	strong	70	284530	466733	5483644	no	-	ST15	1	1	5	5	ybt 9; ICEKp3	174-2LV	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.64%		O1v1	none	Very high	98.51%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	5	11	6	5	1	34	15*-36%	9	5	5	11*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502155.1	Klebsiella pneumoniae	strong	103	222532	707470	5607207	no	-	ST348	1	1	8	12	ybt unknown	0	-	0	-	0	-	0	-	0	-	wzi94	KL62	none	Very high	99.94%		O1v1	?-	Good	98.80%	O1/O2v1_06_wbbO	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST348	2	1	20	1	12	15	16	3*	12	4*	3	1	52*	148*	2*	1*	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502185.1	Klebsiella pneumoniae	strong	232	132438	350259	5695546	no	-	ST152	0	1	8	12	-	0	-	0	-	0	-	0	-	0	-	wzi535	KL163	none	Very high	99.95%		O1v1	none	Very high	98.77%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	OmpK35-28%	-	-	-	-	ST152	2	3	2	1	1	4	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502215.1	Klebsiella pneumoniae	strong	100	299292	650761	5606422	no	-	ST348	1	1	8	12	ybt unknown	0	-	0	-	0	-	0	-	0	-	wzi94	KL62	none	Very high	99.94%		O1v1	none	Very high	98.86%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST348	2	1	20	1	12	15	16	3*	12	4*	3	1	52*	148*	2*	1*	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502285.1	Klebsiella pneumoniae	strong	289	310185	509056	5723641	no	-	ST11	1	3	11	13	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	?	Good	99.99%		O2v1	?	Good	98.53%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;strA.v1^;strB.v1	-	-	-	-	mphA	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-11.v1	35Q	-	MgrB-60%	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502305.1	Klebsiella pneumoniae	strong	419	304540	592684	5863316	no	-	ST101	1	3	9	11	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	none	Very high	100.00%		O1v1	none	Very high	98.02%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*	-	-	-	-	-	CatB4.v1?	-	-	tet(D)	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-60%	GyrA-83Y;GyrA-87N;ParC-80I	-	KPC-11?-0%	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502325.1	Klebsiella pneumoniae	strong	89	321999	497682	5644337	no	-	ST11	1	2	10	14	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	?	Good	99.99%		O2v1	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	-	-	mphA	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-11.v1	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502495.1	Klebsiella pneumoniae	strong	102	323034	721408	5634018	no	-	ST101	1	1	8	13	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	none	Perfect	100.00%		O1v1	none	Very high	98.02%		aac(3)-IId^;aac(6')-Ib'.v1;aadA*;strA.v1*;strB.v1*	-	-	-	-	-	CatB4.v1?	-	sul2	tet(D)	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	-	-	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502525.1	Klebsiella pneumoniae	strong	65	295757	652357	5740329	no	-	ST147	1	2	9	13	ybt 16; ICEKp12	280-1LV	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Perfect	100.00%		O2v1	none	Very high	98.64%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1;strB.v1	-	-	qnrS1	-	-	CatB4.v1?	-	sul1	tet(A).v1	-	dfrA1.v1	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-181	SHV-11.v1^	35Q	OmpK35-7%;OmpK36GD	-	GyrA-83I;ParC-80I	-	-	ST147	3	4	6	1	7	4	38	6	15	5	4*	11	125	129	2	11	51	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
